xid,name,rate,osm,wikidata,kinds,longitude,latitude,country
N75969654,Mount Nemrut,7.0,node/75969654,-1,"mountain_peaks,geological_formations,natural,interesting_places",38.7408,37.9808,Turquía
N7597212247,Firma de la Independencia de Chile,7.0,node/7597212247,Q30341211,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",-71.6655,-35.4259,Chile
N7600262083,Dreibrunnen,7.0,node/7600262083,Q29524111,"religion,churches,interesting_places,catholic_churches",9.02559,47.4711,Alemania
N7610572194,Fort Rosalie,7.0,node/7610572194,Q3078002,"fortifications,historic,archaeology,interesting_places,other_fortifications,other_archaeological_sites",-91.4104,31.557,United States
N7610998601,Localidad La Candelaria,7.0,node/7610998601,Q2651388,"historic,historical_places,interesting_places,historic_settlements",-74.0717,4.59682,Colombia
N762430802,Samán de Güere,7.0,node/762430802,Q6118235,"cultural,museums,interesting_places,other_museums",-67.5089,10.2265,Venezuela
N7627970087,Iglesia Católica Sagrada Familia de la Rumiñahui,1.0,node/7627970087,-1,"religion,other_temples,interesting_places",-78.4879,-0.124507,Ecuador
N7637907683,Great Kanto Earthquake Memorial Museum,7.0,node/7637907683,Q24895832,"cultural,museums,interesting_places,other_museums",139.797,35.6996,Japón
N7639797575,Höchhus Küsnacht,7.0,node/7639797575,Q1643193,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",8.57849,47.3189,Alemania
N7639820801,Höchhus Küsnacht,7.0,node/7639820801,Q1643193,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",8.58041,47.319,Alemania
N764438987,Highland Light Overlook,7.0,node/764438987,Q5758878,"view_points,other,lighthouses,architecture,towers,interesting_places,other_towers",-70.0602,42.0398,United States
N7651326585,Three Pagodas of Chongsheng Temple,7.0,node/7651326585,Q1257126,"religion,other_temples,interesting_places",100.147,25.7086,China
N7656805872,Castillo de Jadraque,7.0,node/7656805872,Q1049190,"fortifications,historic,interesting_places,castles",-2.93472,40.9177,España
N767540820,Fontaine,7.0,node/767540820,Q15948819,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",7.31305,48.1966,France
N767690911,Buenos Aires Cabildo,7.0,node/767690911,Q1024829,"national_museums,historic,monuments_and_memorials,cultural,museums,interesting_places,history_museums,monuments",-58.3739,-34.6088,Argentina
N7683719210,Ciastel - Fischburg,7.0,node/7683719210,Q1116869,"fortifications,historic,interesting_places,castles",11.7343,46.5555,Italia
N769164437,Palacio del Marqués de Salvatierra,7.0,node/769164437,Q6058179,"palaces,architecture,historic_architecture,fortifications,historic,interesting_places,castles",-5.16366,36.7394,España
N7701570126,Kazuemachi,7.0,node/7701570126,Q11368794,"historic,historical_places,urban_environment,cultural,interesting_places,historic_districts,squares",136.664,36.5723,Japón
N7702927569,Tipón,7.0,node/7702927569,Q2003624,"historic,historical_places,archaeology,interesting_places,other_archaeological_sites,historic_settlements",-71.7843,-13.5711,Perú
N7704031188,Iglesia Católica San José de Calderón,1.0,node/7704031188,-1,"religion,other_temples,interesting_places",-78.4235,-0.103552,Ecuador
N7704708774,Clay Seated Vairocana Buddha Triad of Beopjusa Temple,7.0,node/7704708774,Q484931,"religion,buddhist_temples,historic,archaeology,interesting_places,other_archaeological_sites",127.834,36.5428,Corea del Sur
N7704708775,Wooden Seated Avalokitesvara Bodhisattva of Beopjusa Temple,7.0,node/7704708775,Q484931,"religion,buddhist_temples,historic,archaeology,interesting_places,other_archaeological_sites",127.833,36.5424,Corea del Sur
N7704708776,Iron Pot of Beopjusa Temple,7.0,node/7704708776,Q484931,"religion,buddhist_temples,historic,archaeology,interesting_places,other_archaeological_sites",127.833,36.5413,Corea del Sur
N7704808130,Myōō-in,7.0,node/7704808130,Q2363723,"religion,buddhist_temples,interesting_places",133.346,34.4782,Japón
N7704830923,Myōō-in,7.0,node/7704830923,Q2363723,"religion,buddhist_temples,interesting_places",133.347,34.4786,Japón
N7709473985,Capilla Católica La Virgen,1.0,node/7709473985,-1,"religion,other_temples,interesting_places",-79.7512,-1.56181,Ecuador
N7711280499,Regional de Veraguas,1.0,node/7711280499,-1,"cultural,museums,interesting_places,other_museums",-80.9837,8.09809,Panamá
N7711583886,Umep,1.0,node/7711583886,-1,"religion,other_temples,interesting_places",-80.9779,8.09847,Panamá
N7714993122,Indian God Rock (GPS confirm the location),7.0,node/7714993122,Q1661228,"historic,cave_paintings,archaeology,interesting_places",-79.8253,41.3307,United States
N7735194410,Cerro Piedra Pintada,1.0,node/7735194410,-1,"mountain_peaks,geological_formations,natural,interesting_places",-81.577,8.23727,Panamá
N7750410155,Burg Siersburg,7.0,node/7750410155,Q2284516,"architecture,historic_architecture,fortifications,historic,interesting_places,destroyed_objects,castles",6.66802,49.3693,Alemania
N7768205785,Wedmore Windmill,7.0,node/7768205785,Q4806085,"industrial_facilities,mills,interesting_places",-2.83975,51.2489,United Kingdom
N7769630266,Bangkok,7.0,node/7769630266,Q125929,"railway_stations,industrial_facilities,interesting_places",100.517,13.739,Tailandia
N7771005579,Saint Thaddeus Monastery,7.0,node/7771005579,Q842826,"religion,monasteries,interesting_places",44.5447,39.0923,ایران
N777365164,Casa del Sol,7.0,node/777365164,Q6406222,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-6.37092,39.4735,España
N7777846876,Menhir d'Irvit,7.0,node/7777846876,Q22990569,"megaliths,historic,monuments_and_memorials,archaeology,interesting_places,menhirs,monuments",-4.16415,48.6791,France
N7784777020,Panamá Viejo,7.0,node/7784777020,Q712335,"historic,historical_places,archaeology,interesting_places,historic_districts,other_archaeological_sites",-79.4843,9.00701,Panamá
N7787093472,Wat Samian Nari,7.0,node/7787093472,Q64734088,"railway_stations,industrial_facilities,religion,buddhist_temples,interesting_places",100.557,13.8416,Tailandia
N7789757233,Capilla Don Bosco,1.0,node/7789757233,-1,"religion,other_temples,interesting_places",-79.5388,9.15816,Panamá
N7790207137,Capilla de la Inmaculada Concepción,1.0,node/7790207137,-1,"religion,other_temples,interesting_places",-79.6088,9.17444,Panamá
N7790454557,Tiger Inscription,7.0,node/7790454557,Q15927427,"other,unclassified_objects,interesting_places,historic_object",121.926,24.9806,Taiwán
N7792711174,Iglesia de San Juan Diego,1.0,node/7792711174,-1,"religion,other_temples,interesting_places",-79.542,9.16643,Panamá
N7792742700,Capilla San Juan Bosco,1.0,node/7792742700,-1,"religion,other_temples,interesting_places",-79.5325,9.16753,Panamá
N7800575889,Pont de la Reine Jeanne,7.0,node/7800575889,Q15953067,"bridges,architecture,interesting_places,other_bridges",6.73406,43.9587,France
N7806298792,Palacio de Cardenal Espinosa,7.0,node/7806298792,Q11065493,"palaces,architecture,historic_architecture,interesting_places",-4.59543,40.9958,España
N7816754371,Senjōkaku,7.0,node/7816754371,Q11405762,"religion,other_temples,interesting_places",132.321,34.2973,Japón
N7816754374,Senjōkaku,7.0,node/7816754374,Q11405762,"religion,other_temples,interesting_places",132.32,34.2973,Japón
N7831593079,Cable Enryakuji,7.0,node/7831593079,Q5015641,"railway_stations,industrial_facilities,interesting_places",135.844,35.0665,Japón
N7831593080,Cable Sakamoto,7.0,node/7831593080,Q5015655,"railway_stations,industrial_facilities,interesting_places",135.864,35.0697,Japón
N7835944962,Schönberg Tower,7.0,node/7835944962,Q1635504,"towers,architecture,interesting_places,observation_towers",9.22814,48.4414,Alemania
N7835944965,Schönberg Tower,7.0,node/7835944965,Q1635504,"towers,architecture,interesting_places,observation_towers",9.22774,48.4407,Alemania
N783649628,TelefériQo,3.0,node/783649628,Q2401537,"railway_stations,industrial_facilities,interesting_places",-78.5196,-0.192318,Ecuador
N7836990092,Chiesa di Sant'Irene,7.0,node/7836990092,Q511193,"religion,churches,interesting_places,other_churches",18.1703,40.3528,Italia
N7839578185,Three Standing Figures,7.0,node/7839578185,Q19691893,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",-0.156911,51.4781,United Kingdom
N7840722982,Homeland,7.0,node/7840722982,Q5889472,"historical_places,historic,interesting_places,historic_districts",-76.6179,39.36,United States
N7857849446,Iglesia Católica Santiago Apóstol - La Santiago,1.0,node/7857849446,-1,"religion,other_temples,interesting_places",-78.5403,-0.249154,Ecuador
N7857975600,Iglesia Católica Cristo Salvador,1.0,node/7857975600,-1,"religion,other_temples,interesting_places",-78.5177,-0.25075,Ecuador
N7882466989,Iglesia Episcopal La Transfiguración,1.0,node/7882466989,-1,"religion,other_temples,interesting_places",-82.5205,9.42067,Panamá
N7886351759,Museo del Ferrocarril,7.0,node/7886351759,Q107637928,"cultural,museums,interesting_places,other_museums",-97.5087,25.8859,México
N7895228185,Wat Benchamabophit,7.0,node/7895228185,Q2165719,"religion,buddhist_temples,interesting_places",100.514,13.7666,Tailandia
N790043866,Husarenstein,7.0,node/790043866,Q22692387,"historic,monuments_and_memorials,interesting_places,monuments",9.08422,49.2879,Alemania
N7903404347,Iglesia Católica San Luis de Chillogallo,1.0,node/7903404347,-1,"religion,other_temples,interesting_places",-78.5681,-0.275667,Ecuador
N791244067,Statue du Volontaire de 1792,7.0,node/791244067,Q3497598,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",6.5897,48.0173,France
N7913558133,Iglesia Católica San Francisco de Asís - La Bota,1.0,node/7913558133,-1,"religion,other_temples,interesting_places",-78.461,-0.115744,Ecuador
N7917378253,María Lionza,3.0,node/7917378253,Q95420032,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",-66.8847,10.493,Venezuela
N7924481291,Pont couvert Grandchamp,7.0,node/7924481291,Q3396547,"bridges,architecture,interesting_places,other_bridges",-73.2114,46.0929,Canada
N7932571420,Urna Católica María Inmaculada | Guano,1.0,node/7932571420,-1,"religion,other_temples,interesting_places",-78.6427,-1.61161,Ecuador
N7934391250,Büschkapelle Gerolstein,7.0,node/7934391250,Q106247753,"religion,churches,interesting_places,other_churches",6.67558,50.2096,Alemania
N7934811986,Arco da Vila,7.0,node/7934811986,Q11906389,"architecture,historic_architecture,historic,monuments_and_memorials,interesting_places,monuments,triumphal_archs",-7.93486,37.0147,Portugal
N7940185886,Pensford Viaduct,7.0,node/7940185886,Q15979235,"bridges,architecture,interesting_places,viaducts",-2.55138,51.3709,United Kingdom
N794303748,Cueva del Milodón Natural Monument,7.0,node/794303748,Q1483271,"geological_formations,natural,interesting_places,nature_reserves,caves,other_nature_conservation_areas",-72.6192,-51.5653,Chile
N7944867958,Legs Cross,7.0,node/7944867958,Q6518016,"religion,other_temples,historic,monuments_and_memorials,interesting_places,monuments",-1.68084,54.5972,United Kingdom
N7945018269,Caribbean Cinemas,1.0,node/7945018269,-1,"cultural,cinemas,theatres_and_entertainments,interesting_places",-80.3645,8.50321,Panamá
N795319458,Birtvisi,7.0,node/795319458,Q4917129,"fortifications,historic,historical_places,interesting_places,castles,historic_settlements",44.5399,41.607,Geogia
N7955949453,Salón del Reino,1.0,node/7955949453,-1,"religion,other_temples,interesting_places",-79.4607,-1.43675,Panamá
N7961433037,Iglesia Católica de Tamaute,1.0,node/7961433037,-1,"religion,other_temples,interesting_places",-78.5762,-1.64187,Ecuador
N7965602395,Teatro Municipal de Tacna,7.0,node/7965602395,Q17232551,"cultural,theatres_and_entertainments,interesting_places,other_theatres",-70.2492,-18.0099,Perú
N797787192,Capilla de la Resurrección,1.0,node/797787192,-1,"religion,other_temples,interesting_places",-78.4889,-0.197712,Ecuador
N799008828,Fraubillenkreuz,7.0,node/799008828,Q1451520,"megaliths,historic,monuments_and_memorials,archaeology,interesting_places,menhirs,monuments",6.37089,49.8745,Alemania
N7997237368,Alter Friedhof,7.0,node/7997237368,Q19829954,"cemeteries,historic,burial_places,interesting_places",8.38988,50.1403,Alemania
N7997237379,Burg Eppstein,7.0,node/7997237379,Q1011635,"fortifications,historic,interesting_places,castles",8.39271,50.1405,Alemania
N801679696,San Pedro,7.0,node/801679696,Q25893292,"religion,churches,interesting_places,other_churches",-71.9835,-13.5208,Panamá
N8017500751,Bautista Ebenezer,1.0,node/8017500751,-1,"religion,other_temples,interesting_places",-80.9784,8.10645,Panamá
N8019221180,Saint-Pierre d'Extravache,7.0,node/8019221180,Q3583743,"religion,churches,interesting_places,other_churches",6.80456,45.2164,France
N8033050549,Iglesia Católica Santa Cruz de La Esperanza,1.0,node/8033050549,-1,"religion,other_temples,interesting_places",-78.4891,-0.103299,Ecuador
N803365351,Hoffmanns,7.0,node/803365351,Q28541304,"architecture,historic_architecture,cultural,museums,interesting_places,other_museums,restaurants,foods,tourist_facilities,other_buildings_and_structures",10.8916,49.8903,Alemania
N803441097,hotel balneari oca rocallaura,7.0,node/803441097,Q65204904,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",1.137,41.5083,España
N8041928927,"Naseong Fortress, Buyeo",7.0,node/8041928927,Q16092526,"fortifications,defensive_walls,historic,interesting_places,castles",126.94,36.2732,Corea del Sur
N8066896013,Iglesia de Anchiliví,1.0,node/8066896013,-1,"religion,other_temples,interesting_places",-78.5691,-1.05197,Ecuador
N806857730,Urquhart Castle,7.0,node/806857730,Q913981,"view_points,other,architecture,historic_architecture,fortifications,historic,archaeology,interesting_places,destroyed_objects,castles,other_archaeological_sites",-4.44269,57.3237,United Kingdom
N806933358,Head bowings,7.0,node/806933358,Q2547508,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",-5.57062,42.6004,España
N807251957,Casa de Fructuoso Rivera,7.0,node/807251957,Q1046504,"cultural,museums,interesting_places,other_museums",-56.2066,-34.907,Uruguay
N807252331,Casa de Antonio Montero,7.0,node/807252331,Q1046531,"cultural,museums,interesting_places,other_museums",-56.207,-34.9064,Uruguay
N8081921495,Makkhawan Rangsan Bridge,7.0,node/8081921495,Q16304480,"view_points,other,bridges,architecture,interesting_places,other_bridges",100.509,13.7637,Tailandia
N8093212709,Hachigata Castle,7.0,node/8093212709,Q2969388,"fortifications,historic,interesting_places,other_fortifications",139.196,36.1099,Japón
N8127211756,El Pelado,3.0,node/8127211756,Q61196220,"aquatic_protected_areas,natural,interesting_places,nature_reserves,nature_reserves_others,wildlife_reserves",-80.7894,-1.93499,Ecuador
N813256078,Museo Hermann Hesse,7.0,node/813256078,Q27479991,"cultural,museums,interesting_places,other_museums",8.91897,45.983,Alemania
N8170512250,Winterthur Wülflingen railway station,7.0,node/8170512250,Q801620,"railway_stations,industrial_facilities,interesting_places",8.68132,47.5063,Alemania
N817498726,Sečovlje,7.0,node/817498726,Q565188,"historic,historical_places,interesting_places,historic_settlements",13.629,45.4764,Eslovenia
N8180809517,Ishiyama-dera,7.0,node/8180809517,Q1082791,"religion,buddhist_temples,interesting_places",135.906,34.9604,Japón
N819554179,Château de Merpins,7.0,node/819554179,Q2969868,"architecture,historic_architecture,fortifications,historic,interesting_places,destroyed_objects,castles",-0.396042,45.6763,France
N8196778873,Montaut,7.0,node/8196778873,Q3584947,"religion,churches,interesting_places,other_churches",-0.659814,43.7407,France
N8197637768,National Museum of Fine Arts,7.0,node/8197637768,Q775376,"national_museums,cultural,museums,interesting_places,art_galleries",-70.6434,-33.4354,Chile
N8197643599,Museo de Artes Decorativas Palacio Rioja,7.0,node/8197643599,Q6057796,"historic,monuments_and_memorials,cultural,museums,interesting_places,other_museums,monuments",-71.5466,-33.0208,Chile
N8197682703,Museo Palacio Baburizza,7.0,node/8197682703,Q6057588,"historic,monuments_and_memorials,cultural,museums,interesting_places,other_museums,monuments",-71.629,-33.0402,Chile
N8221914956,Mesrop Mashtots,7.0,node/8221914956,Q1922523,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",44.5208,40.1919,Armenia
N8223006617,Bonaire Museum,3.0,node/8223006617,Q56641090,"science_museums,cultural,museums,interesting_places",-68.2725,12.1516,Países Bajos
N822544600,Gare de Brélidy - Plouëc,7.0,node/822544600,Q592960,"railway_stations,industrial_facilities,interesting_places",-3.19627,48.6692,France
N8226518378,Saigoku No.01 Seiganto-ji,7.0,node/8226518378,Q1476235,"religion,buddhist_temples,interesting_places",135.89,33.6691,Japón
N8241844740,Soldados de la Cruz,1.0,node/8241844740,-1,"religion,other_temples,interesting_places",-80.9618,8.11445,Panamá
N8241844803,Ciudad del Reino,1.0,node/8241844803,-1,"religion,other_temples,interesting_places",-80.9643,8.11652,Panamá
N8244384960,Wakasa,7.0,node/8244384960,Q7960835,"railway_stations,industrial_facilities,interesting_places",134.398,35.3452,Japón
N8244943039,Iglesia Católica San José de Monjas | Quito,1.0,node/8244943039,-1,"religion,other_temples,interesting_places",-78.4934,-0.232294,Ecuador
N8250165567,Iglesia Matriz de Iquitos,7.0,node/8250165567,Q5909043,"religion,cathedrals,interesting_places",-73.2448,-3.74945,Perú
N8253078068,Salón del Reino de los Testigos de Jehová,1.0,node/8253078068,-1,"religion,other_temples,interesting_places",-82.6164,9.50225,Costa Rica
N825814303,Oberschönenfeld Abbey,7.0,node/825814303,Q1446656,"religion,historic,historical_places,monasteries,interesting_places,historic_settlements",10.727,48.3127,Alemania
N82614216,Bad Bergzabern,7.0,node/82614216,Q15107129,"railway_stations,industrial_facilities,interesting_places",8.00337,49.1032,Alemania
N8266263470,Fujisan Hongū Sengen Taisha,7.0,node/8266263470,Q653180,"religion,other_temples,interesting_places",138.61,35.2275,Japón
N8268466988,Mekaddesh,1.0,node/8268466988,-1,"religion,other_temples,interesting_places",-80.9542,8.11278,Panamá
N82694385,Moulin du Boël,7.0,node/82694385,Q29445780,"industrial_facilities,mills,interesting_places",-1.75413,47.9929,France
N8276919318,Acueducto del Padre Tembleque,7.0,node/8276919318,Q2840764,"bridges,architecture,interesting_places,aqueducts",-98.6623,19.8347,México
N8280196275,Mishima Taisha,7.0,node/8280196275,Q650772,"religion,other_temples,interesting_places",138.919,35.1217,Japón
N8291113329,Liddel Castle,7.0,node/8291113329,Q15242326,"fortifications,historic,archaeology,interesting_places,castles,other_archaeological_sites",-2.77191,55.2014,United Kingdom
N8294458229,Church of the Holy Spiriy,7.0,node/8294458229,Q16109987,"religion,churches,interesting_places,other_churches",16.438,43.5096,Croacia
N8297357918,"White House, Irkutsk",7.0,node/8297357918,Q16536340,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",104.277,52.2763,Rusia
N8304778194,Siquem,1.0,node/8304778194,-1,"religion,other_temples,interesting_places",-80.9738,8.10316,Panamá
N8310859399,Five pinnacled Shyamrai Temple,7.0,node/8310859399,Q16346744,"religion,other_temples,interesting_places",87.324,23.0712,India
N8325223430,Menhir dit La Pierre au sel,7.0,node/8325223430,Q3387386,"megaliths,historic,monuments_and_memorials,archaeology,interesting_places,menhirs,monuments",-0.819225,47.0229,France
N8330658183,Château d'Oudon,7.0,node/8330658183,Q2968327,"view_points,other,fortifications,historic,interesting_places,castles",-1.28983,47.346,France
N8334051398,Hallasan,7.0,node/8334051398,Q494645,"mountain_peaks,geological_formations,natural,interesting_places,volcanoes",126.529,33.3618,Corea del Sur
N8349846609,Historical Buildings in Dawan,7.0,node/8349846609,Q15916257,"other,unclassified_objects,interesting_places,historic_object",111.638,22.8173,China
N8353481217,Nuestra Señora de los Ángeles (Fuensaúco),7.0,node/8353481217,Q14541533,"religion,churches,interesting_places,other_churches",-2.33707,41.7659,España
N8374638295,"Church of San Francisco Javier, Tepotzotlán",7.0,node/8374638295,Q16638480,"religion,churches,interesting_places,catholic_churches",-99.2225,19.7128,México
N837628857,Ruine Feldsberg,7.0,node/837628857,Q1015285,"architecture,historic_architecture,fortifications,historic,interesting_places,destroyed_objects,castles",13.395,46.8411,Austria
N8378279820,Dudley Priory,7.0,node/8378279820,Q5311953,"religion,monasteries,interesting_places",-2.08489,52.5154,United Kingdom
N838199148,Iglesia de Santo Domingo,7.0,node/838199148,Q8350470,"religion,other_temples,interesting_places",-75.5524,10.4242,Ecuador
N8388447518,Iglesia de Monte Verde,1.0,node/8388447518,-1,"religion,other_temples,interesting_places",-82.9814,8.48072,Costa Rica
N8395737585,Loma Turugacocha,1.0,node/8395737585,-1,"mountain_peaks,geological_formations,natural,interesting_places",-78.6312,-1.47611,Ecuador
N8395737586,Loma Silla,1.0,node/8395737586,-1,"mountain_peaks,geological_formations,natural,interesting_places",-78.6597,-1.47066,Ecuador
N8397126265,Ancient Rongwu Temple,7.0,node/8397126265,Q16078435,"religion,other_temples,interesting_places",116.355,23.5435,China
N8398339869,Port Howard,7.0,node/8398339869,Q1754464,"historic,historical_places,interesting_places,historic_settlements",-59.5205,-51.6117,Falkland Islands
N8399146795,Allée couverte du Chêne-Hut,7.0,node/8399146795,Q22925001,"megaliths,historic,dolmens,monuments_and_memorials,archaeology,burial_places,interesting_places,monuments",-2.45811,48.4969,France
N8400110431,Liscuis gallery graves,7.0,node/8400110431,Q1431709,"megaliths,historic,dolmens,monuments_and_memorials,archaeology,burial_places,interesting_places,monuments",-3.12903,48.2217,France
N8416414817,Guachimontones Vista Point,7.0,node/8416414817,Q2989048,"view_points,other,historic,archaeology,interesting_places,other_archaeological_sites",-103.835,20.6973,México
N8418578971,"Walter ""Gavitt"" Ferguson",1.0,node/8418578971,-1,"cultural,urban_environment,interesting_places,sculptures",-82.8406,9.73801,Costa Rica
N8418953403,Iglesia de Suretka,1.0,node/8418953403,-1,"religion,other_temples,interesting_places",-82.9352,9.56819,Costa Rica
N8421476298,Menhir dit Jean Babouin,7.0,node/8421476298,Q22927617,"megaliths,historic,monuments_and_memorials,archaeology,interesting_places,menhirs,monuments",-2.57898,47.7818,France
N8421868555,Horseshoe Curve,7.0,node/8421868555,Q42730,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-78.4854,40.498,United States
N842977169,Povir,7.0,node/842977169,Q553777,"historic,historical_places,interesting_places,historic_settlements",13.9326,45.7,Eslovenia
N843454352,Bovisa,7.0,node/843454352,Q3643237,"historic,historical_places,interesting_places,historic_districts",9.16126,45.5028,Italia
N8451209660,Menhir de Kerangosquer (B),7.0,node/8451209660,Q22990996,"megaliths,historic,monuments_and_memorials,archaeology,interesting_places,menhirs,monuments",-3.76358,47.8473,France
N8460266154,La Guitarra,1.0,node/8460266154,-1,"cultural,museums,interesting_places,local_museums",-79.0058,-1.5982,Ecuador
N8460266155,Indio Guaranga,1.0,node/8460266155,-1,"cultural,museums,interesting_places,history_museums",-79.0069,-1.58821,Ecuador
N8461622685,Chapelle Saint-Jean-d'Épileur,7.0,node/8461622685,Q22991627,"religion,churches,interesting_places,other_churches",-2.04858,47.6767,France
N8464631318,Iglesia Católica Inmaculada Concepción - Llano Grande,1.0,node/8464631318,-1,"religion,other_temples,interesting_places",-78.4358,-0.114936,Ecuador
N847056506,Convento Madres de Calcuta,1.0,node/847056506,-1,"religion,other_temples,interesting_places",-78.4014,-0.21616,Ecuador
N8476397366,Capilla Católica Virgen del Cisne,1.0,node/8476397366,-1,"religion,other_temples,interesting_places",-78.4815,-0.240374,Ecuador
N8477276778,Iglesia de Urauco,1.0,node/8477276778,-1,"religion,other_temples,interesting_places",-78.6136,-0.238513,Ecuador
N848210194,Puesto Isla Observatorio,7.0,node/848210194,Q3378123,"lighthouses,towers,architecture,interesting_places,other_towers",-64.1323,-54.658,Argentina
N8482640555,St. Ulrich,7.0,node/8482640555,Q1394706,"religion,churches,interesting_places,other_churches",10.3612,47.9001,Alemania
N848318721,Portoviejo,3.0,node/848318721,Q29400946,"religion,cathedrals,interesting_places",-80.4522,-1.05342,Ecuador
N8483667820,Menhir Pouille,7.0,node/8483667820,Q17595802,"megaliths,historic,archaeology,interesting_places,menhirs",-0.956062,48.3665,France
N850365158,Casa de la Cultura Ecuatoriana,3.0,node/850365158,Q386927,"cultural,theatres_and_entertainments,interesting_places,other_theatres",-78.495,-0.209741,Ecuador
N8506073252,Menhirs des Roches Longues,7.0,node/8506073252,Q3305930,"megaliths,historic,monuments_and_memorials,archaeology,interesting_places,menhirs,monuments",-2.90922,48.3978,France
N8508794807,Ishigakiyama Castle,7.0,node/8508794807,Q8012031,"fortifications,historic,interesting_places,castles",139.129,35.2349,Japón
N8514470592,Hünegg Castle,7.0,node/8514470592,Q2241708,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",7.65509,46.7382,Alemania
N8528335742,Höchhus Küsnacht,7.0,node/8528335742,Q1643193,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",8.58023,47.3188,Alemania
N8538863528,Aussichtspunkt Wiesener Viadukt Nord,7.0,node/8538863528,Q355556,"view_points,other,bridges,architecture,interesting_places,other_bridges",9.71341,46.6957,Alemania
N8555409905,Mihonoseki Lighthouse,7.0,node/8555409905,Q11608770,"lighthouses,towers,architecture,interesting_places,other_towers",133.325,35.5672,Japón
N8564252598,St Mary The Virgin,7.0,node/8564252598,Q24183387,"religion,churches,interesting_places,other_churches",-3.12709,52.0733,United Kingdom
N8570396540,Neuquén railway station,7.0,node/8570396540,Q5843906,"railway_stations,industrial_facilities,interesting_places",-68.0585,-38.9558,Argentina
N859736912,Cinemark,1.0,node/859736912,-1,"cultural,cinemas,theatres_and_entertainments,interesting_places",-79.5512,8.97683,Panamá
N8603307674,Kanonissenstift Lindau,7.0,node/8603307674,Q1959139,"religion,churches,interesting_places,other_churches",9.68791,47.547,Alemania
N8603575717,Torre del Centenario de Lota,7.0,node/8603575717,Q6150081,"towers,architecture,interesting_places,other_towers",-73.1628,-37.0943,Chile
N861947707,Dolmen de Garde-Épée,7.0,node/861947707,Q3034010,"megaliths,historic,dolmens,monuments_and_memorials,archaeology,burial_places,interesting_places,monuments",-0.251368,45.6899,France
N8642811925,General Riego,7.0,node/8642811925,Q5755486,"historic,monuments_and_memorials,interesting_places,monuments",-6.37092,43.2742,España
N8643307666,St. Antonius von Padua,7.0,node/8643307666,Q56251828,"religion,churches,interesting_places,other_churches",10.7071,47.7291,Alemania
N8646935918,St. Anna,7.0,node/8646935918,Q16267385,"religion,churches,interesting_places,other_churches",10.8092,47.7759,Alemania
N864905747,Simplon Pass,7.0,node/864905747,Q471166,"other,unclassified_objects,interesting_places,historic_object",8.03293,46.251,Alemania
N8655065217,Balaam Lake Mtn Observation Tower,7.0,node/8655065217,Q4852537,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-74.5947,42.0457,United States
N869769013,Monastery of Shiomghvime,7.0,node/869769013,Q2236298,"religion,monasteries,interesting_places",44.6406,41.8625,Geogia
N869867025,Cinepolis,1.0,node/869867025,-1,"cultural,cinemas,theatres_and_entertainments,interesting_places",-79.5108,8.98494,Panamá
N869867225,San Pablo,1.0,node/869867225,-1,"religion,other_temples,interesting_places",-79.5393,8.99347,Panamá
N870701780,dolmen de Kerlud,7.0,node/870701780,Q15930005,"megaliths,historic,dolmens,monuments_and_memorials,archaeology,burial_places,interesting_places,monuments",-2.95605,47.5669,France
N8710692879,Iglesia de San Clemente,1.0,node/8710692879,-1,"religion,other_temples,interesting_places",-82.9362,9.82931,Costa Rica
N8715122108,Saint-Pierre d'Extravache,7.0,node/8715122108,Q3583743,"religion,churches,interesting_places,other_churches",6.80324,45.2172,France
N871783409,Saxon Crosses,7.0,node/871783409,Q3003400,"religion,other_temples,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",-2.3621,53.144,United Kingdom
N8721330536,Maria 7 Schmerzen,7.0,node/8721330536,Q41289603,"religion,churches,interesting_places,other_churches",10.7515,47.6843,Alemania
N8726033551,Ascensor Mariposas,7.0,node/8726033551,Q16533241,"railway_stations,industrial_facilities,historic,monuments_and_memorials,interesting_places,monuments",-71.6174,-33.0501,Chile
N8726507492,Ascensor Villaseca,7.0,node/8726507492,Q16533259,"railway_stations,industrial_facilities,historic,monuments_and_memorials,interesting_places,monuments",-71.6309,-33.0301,Chile
